latitude,longitude,waterDepthM
49.94372375519562,-123.01279279890753,-8.948928172432785
49.94372375519562,-123.01279279890753,-8.948928172432785
49.94372375519562,-123.01279279890753,-8.956852688717127
49.94372375519562,-123.01279279890753,-9.089136474526798
49.94372375519562,-123.01279279890753,-9.089136474526798
49.94371795473182,-123.01279279890753,-9.067495353649047
49.94371795473182,-123.01279279890753,-9.067495353649047
49.94371795473182,-123.01279279890753,-9.16259303722032
49.94371795473182,-123.01279279890753,-9.214104427828058
49.94371795473182,-123.01279279890753,-9.214104427828058
49.94371795473182,-123.01279279890753,-9.16259303722032
49.94371795473182,-123.01279279890753,-9.218980874353848
49.94371795473182,-123.01279279890753,-9.372599985753649
49.94371795473182,-123.01279279890753,-9.372599985753649
49.94371215426733,-123.01279279890753,-9.218980874353848
49.94371215426733,-123.01279279890753,-9.255251916168833
49.94371215426733,-123.01279279890753,-9.255251916168833
49.94370635380213,-123.01278378553457,-9.500616008813457
49.94370635380213,-123.01278378553457,-9.500616008813457
49.94370635380213,-123.01278378553457,-9.354616781130103
49.94370635380213,-123.01278378553457,-9.354616781130103
49.94370635380213,-123.01278378553457,-9.64082431090747
49.94370635380213,-123.01278378553457,-9.64082431090747
49.94370635380213,-123.01278378553457,-9.464344966998473
49.94370635380213,-123.01278378553457,-9.464344966998473
49.94370635380213,-123.01278378553457,-9.575596897066186
49.94370635380213,-123.01278378553457,-9.575596897066186
49.94370055333621,-123.01278378553457,-9.65301600858181
49.94370055333621,-123.01278378553457,-9.65301600858181
49.94370055333621,-123.01278378553457,-9.70727025502034
49.94370055333621,-123.01278378553457,-9.76579226420873
49.94370055333621,-123.01278378553457,-9.76579226420873
49.94370055333621,-123.01278378553457,-9.70727025502034
49.94370055333621,-123.01278378553457,-9.772193036293727
49.943694752869604,-123.01278378553457,-9.802367938591612
49.943694752869604,-123.01278378553457,-9.802367938591612
49.943694752869604,-123.01278378553457,-9.772193036293727
49.943694752869604,-123.01278378553457,-9.792613882820305
49.943694752869604,-123.01278378553457,-9.792613882820305
49.943694752869604,-123.01278378553457,-9.909047473341568
49.943694752869604,-123.01278378553457,-9.909047473341568
49.943694752869604,-123.01278378553457,-9.861194580347899
49.94368895240232,-123.01278378553457,-9.861194580347899
49.94368895240232,-123.01278378553457,-9.942271026757865
49.94368895240232,-123.01278378553457,-9.957815426758652
49.94368895240232,-123.01278378553457,-9.957815426758652
49.94368895240232,-123.01278378553457,-9.942271026757865
49.94368895240232,-123.01278378553457,-10.048036663804133
49.94368895240232,-123.01278378553457,-10.06144747310992
49.94368895240232,-123.01278378553457,-10.06144747310992
49.94368895240232,-123.01278378553457,-10.048036663804133
49.943683151934316,-123.01278378553457,-10.154717361273814
49.943683151934316,-123.01278378553457,-10.154717361273814
49.943683151934316,-123.01278378553457,-10.122407705561207
49.943683151934316,-123.01278378553457,-10.122407705561207
49.943683151934316,-123.01278378553457,-10.22268763094589
49.943683151934316,-123.01278378553457,-10.22268763094589
49.943683151934316,-123.01278378553457,-10.180319286894079
49.943683151934316,-123.01278378553457,-10.180319286894079
49.943683151934316,-123.01278378553457,-10.281513109982452
49.943677351465624,-123.01278378553457,-10.281513109982452
49.943677351465624,-123.01278378553457,-10.331196123822949
49.943677351465624,-123.01278378553457,-10.229087240311163
49.943677351465624,-123.01278378553457,-10.229087240311163
49.94366575052614,-123.01279279890753,-10.368686858629244
49.94366575052614,-123.01279279890753,-10.368686858629244
49.94366575052614,-123.01279279890753,-10.308335891313751
49.94366575052614,-123.01279279890753,-10.308335891313751
49.94366575052614,-123.01279279890753,-10.420806933012912
49.94365995005536,-123.01279279890753,-10.420806933012912
49.94365995005536,-123.01279279890753,-10.500664849151294
49.94365995005536,-123.01279279890753,-10.460735891082104
49.94365995005536,-123.01279279890753,-10.460735891082104
49.94365995005536,-123.01279279890753,-10.500664849151294
49.94365995005536,-123.01279279890753,-10.548213109577068
49.94365995005536,-123.01279279890753,-10.524743611932077
49.94365995005536,-123.01279279890753,-10.524743611932077
49.94365995005536,-123.01279279890753,-10.548213109577068
49.94365414958387,-123.01279279890753,-10.579303072298366
49.94365414958387,-123.01279279890753,-10.579303072298366
49.94365414958387,-123.01279279890753,-10.646664076834648
49.94365414958387,-123.01279279890753,-10.646664076834648
49.94365414958387,-123.01279279890753,-10.623499211757554
49.94365414958387,-123.01279279890753,-10.623499211757554
49.9436483491117,-123.01279279890753,-10.675620448860947
49.9436483491117,-123.01279279890753,-10.719815425600412
49.9436483491117,-123.01279279890753,-10.719815425600412
49.943642548638806,-123.01279279890753,-10.675620448860947
49.943642548638806,-123.01279279890753,-10.737494579015923
49.943642548638806,-123.01279279890753,-10.737494579015923
49.943642548638806,-123.01279279890753,-10.799064076603
49.943642548638806,-123.01279279890753,-10.799064076603
49.943642548638806,-123.01279279890753,-10.79388183478959
49.943642548638806,-123.01279279890753,-10.79388183478959
49.943642548638806,-123.01279279890753,-10.890503843920067
49.943642548638806,-123.01279279890753,-10.890503843920067
49.94363674816523,-123.01279279890753,-10.85849998349508
49.94363674816523,-123.01279279890753,-10.85849998349508
49.94363674816523,-123.01279279890753,-10.918850950810572
49.94363674816523,-123.01279279890753,-10.96975133220293
49.94363674816523,-123.01279279890753,-10.96975133220293
49.94363674816523,-123.0128018122805,-10.918850950810572
49.94363674816523,-123.0128018122805,-10.969752494922655
49.94363674816523,-123.0128018122805,-11.021567936738428
49.94363674816523,-123.0128018122805,-11.021567936738428
49.94363094769095,-123.0128018122805,-10.969752494922655
49.94363094769095,-123.0128018122805,-11.01608106235712
49.94363094769095,-123.0128018122805,-11.01608106235712
49.94363094769095,-123.0128018122805,-11.040160987857627
49.94363094769095,-123.0128018122805,-11.040160987857627
49.94363094769095,-123.0128018122805,-11.05814361112131
49.943625147215975,-123.0128018122805,-11.05814361112131
49.943625147215975,-123.0128018122805,-11.075518131968924
49.943625147215975,-123.0128018122805,-11.075518131968924
49.943625147215975,-123.0128018122805,-11.106606931970497
49.943625147215975,-123.0128018122805,-11.082528169189713
49.943625147215975,-123.0128018122805,-11.082528169189713
49.943625147215975,-123.0128018122805,-11.130076429615487
49.943625147215975,-123.0128018122805,-11.130076429615487
49.943619346740284,-123.0128018122805,-11.08862314598709
49.943619346740284,-123.0128018122805,-11.08862314598709
49.943619346740284,-123.0128018122805,-11.159642066777579
49.943619346740284,-123.0128018122805,-11.159642066777579
49.943619346740284,-123.0128018122805,-11.191645927202565
49.943619346740284,-123.0128018122805,-11.100815425021292
49.943619346740284,-123.0128018122805,-11.100815425021292
49.943619346740284,-123.0128018122805,-11.191645927202565
49.94361354626391,-123.01281082565347,-11.223345155059656
49.94361354626391,-123.01281082565347,-11.103864076139704
49.94361354626391,-123.01281082565347,-11.103864076139704
49.94361354626391,-123.01281082565347,-11.223345155059656
